Object, Count, Frequency
If he starts a row I'll go away, said Prince Anatole., 1, 0.00002910
What a heart she has, Nicholas!, 1, 0.00002910
said Ilyin on seeing Dunyasha running resolutely toward him., 1, 0.00002910
Is it possible that this hand, that face, those eyes, all this treasure of feminine charm so strange to me now, is it possible that it will one day be mine forever, as familiar to me as I am to myself?, 1, 0.00002910
Here is our dear Orthodox Russian army, thought Bolkonski, recalling Bilibin's words., 1, 0.00002910
Come along, Pierre!, 1, 0.00002910
the convoy guards began cursing and the French soldiers, with fresh virulence, drove away with their swords the crowd of prisoners who were gazing at the dead man., 1, 0.00002910
go abroad, take a cure, look out as you wanted to for a German tutor for Prince Nicholas., 1, 0.00002910
He opened the door softly and saw her, in the lilac dress she had worn at church, walking about the room singing., 1, 0.00002910
Before Natasha had finished singing, fourteen-year-old Petya rushed in delightedly, to say that some mummers had arrived., 1, 0.00002910
Well, he took that icon home with him for a few days and what did he do?, 1, 0.00002910
We are again retreating., 1, 0.00002910
It seemed to Rostov that Bogdanich was only pretending not to notice him, and that his whole aim now was to test the cadet's courage, so he drew himself up and looked around him merrily; then it seemed to him that Bogdanich rode so near in order to show him his courage., 1, 0.00002910
Pierre went nearer and saw that the lamp stood on a black table on which lay an open book., 1, 0.00002910
But even if--imagining a man quite exempt from all influences, examining only his momentary action in the present, unevoked by any cause--we were to admit so infinitely small a remainder of inevitability as equaled zero, we should even then not have arrived at the conception of complete freedom in man, for a being uninfluenced by the external world, standing outside of time and independent of cause, is no longer a man., 1, 0.00002910
On moving to the drawing room he handed the letter to Princess Mary and, spreading out before him the plan of the new building and fixing his eyes upon it, told her to read the letter aloud., 1, 0.00002910
About my wife., 1, 0.00002910
Poor Mary Bolkonskaya arrived in Moscow yesterday., 1, 0.00002910
she says, voices in the crowd were heard saying., 1, 0.00002910
It is true, believe it., 1, 0.00002910
Only think!, 1, 0.00002910
I shall be there., 1, 0.00002910
Prince Andrew, looking again at that genealogical tree, shook his head, laughing as a man laughs who looks at a portrait so characteristic of the original as to be amusing., 1, 0.00002910
All cases without exception in which our conception of freedom and necessity is increased and diminished depend on three considerations:, 1, 0.00002910
You talk about our position, the left flank weak and the right flank too extended, he went on., 1, 0.00002910
The more emotional and ingratiating the expression of Natasha's face became, the more serious and stern grew Sonya's., 1, 0.00002910
without knowing why or how this bit of boastful patriotism slipped out at the end., 1, 0.00002910
And I awoke and found in my mind the text from the Gospel:, 1, 0.00002910
Let him see whether I am a coward!, 1, 0.00002910
Of Kutuzov's suite only four remained., 1, 0.00002910
He wished to sleep, but he knew he would not be able to and that most depressing thoughts came to him in bed., 1, 0.00002910
As soon as Petya found himself in the square he clearly heard the sound of bells and the joyous voices of the crowd that filled the whole Kremlin., 1, 0.00002910
There was talk of his intrigues with some of the ladies, and he flirted with a few of them at the balls., 1, 0.00002910
It's very hard., 1, 0.00002910
he said, turning to an old man who was passing, but before he had finished his greeting there was a general stir, and a footman who had run in announced, with a frightened face:, 1, 0.00002910
When--free from soldiers, wagons, and the filthy traces of a camp--he saw villages with peasants and peasant women, gentlemen's country houses, fields where cattle were grazing, posthouses with stationmasters asleep in them, he rejoiced as though seeing all this for the first time., 1, 0.00002910
We're not Germans!, 1, 0.00002910
At first Pierre did not realize what these men, who were dragging something out, were about; but seeing before him a Frenchman hitting a peasant with a blunt saber and trying to take from him a fox-fur coat, he vaguely understood that looting was going on there, but he had no time to dwell on that idea., 1, 0.00002910
The old prince used to approve of them for their endurance at work when they came to Bald Hills to help with the harvest or to dig ponds, and ditches, but he disliked them for their boorishness., 1, 0.00002910
Fly to a brother's aid whoever he may be, exhort him who goeth astray, raise him that falleth, never bear malice or enmity toward thy brother., 1, 0.00002910
Petya, rapidly turning his head, looked now at the drummer boy, now at Denisov, now at the esaul, and now at the French in the village and along the road, trying not to miss anything of importance., 1, 0.00002910
Rostov and Denisov drove away with the wounded Dolokhov., 1, 0.00002910
Then our talk turned to the interpretation of the seven pillars and steps of the Temple, the seven sciences, the seven virtues, the seven vices, and the seven gifts of the Holy Spirit., 1, 0.00002910
Before Anna Pavlovna and the others had time to smile their appreciation of the vicomte's epigram, Pierre again broke into the conversation, and though Anna Pavlovna felt sure he would say something inappropriate, she was unable to stop him., 1, 0.00002910
began Willarski, but Pierre interrupted him., 1, 0.00002910
he said to Prince Andrew, and Magnitski immediately assumed a pose and began reciting some humorous verses in French which he had composed about various well-known Petersburg people., 1, 0.00002910
th November  I got up late., 1, 0.00002910
muttered Dolokhov through his teeth, no, it's not over., 1, 0.00002910
So thought Prince Bolkonski while dressing, and yet the question he was always putting off demanded an immediate answer., 1, 0.00002910
I'll 'overresist' them!, 1, 0.00002910
He looked at his watch., 1, 0.00002910
She answered him and continued her chatter., 1, 0.00002910
You know Sonya, my cousin?, 1, 0.00002910
The marshalls., 1, 0.00002910
Berg smiled with a sense of his superiority over a weak woman, and paused, reflecting that this dear wife of his was after all but a weak woman who could not understand all that constitutes a man's dignity, what it was ein Mann zu sein., 1, 0.00002910
He rose and went to the door to bolt and lock it., 1, 0.00002910
yes, I believe in God, he said., 1, 0.00002910
Why, that must be Napoleon's own., 1, 0.00002910
Wants to turn on the other side, whispered the servant, and got up to turn the count's heavy body toward the wall., 1, 0.00002910
With a pleasant smile Berg related how the Grand Duke had ridden up to him in a violent passion, shouting:, 1, 0.00002910
Well done, niece!, 1, 0.00002910
The other day when he came out from Mass in full uniform, Michael Sidorych., 1, 0.00002910
I hope that here in Moscow no one will receive him, in spite of his money., 1, 0.00002910
whispered Sonya., 1, 0.00002910
Pierre also looked at them, trying to guess which of the scarcely discernible figures was Napoleon., 1, 0.00002910
Nicholas sent the man to call Natasha and Petya to him, and rode at a footpace to the place where the whips were getting the hounds together., 1, 0.00002910
It's dirty, replied Prince Andrew, making a grimace., 1, 0.00002910
At the same instant he was dazzled by a great flash of flame, and immediately a deafening roar, crackling, and whistling made his ears tingle., 1, 0.00002910
When Paris was mentioned, Mademoiselle Bourienne for her part seized the opportunity of joining in the general current of recollections., 1, 0.00002910
What I have certainly gained is freedom, he began seriously, but did not continue, noticing that this theme was too egotistic., 1, 0.00002910
he shouted suddenly to the publican., 1, 0.00002910
To clear up this last point for himself, Prince Andrew, utilizing his position and acquaintances, tried to fathom the character of the control of the army and of the men and parties engaged in it, and he deduced for himself the following of the state of affairs., 1, 0.00002910
Robbery and pillaging continue., 1, 0.00002910
In spite of the complaints of the French as to the nonobservance of the rules, in spite of the fact that to some highly placed Russians it seemed rather disgraceful to fight with a cudgel and they wanted to assume a pose en quarte or en tierce according to all the rules, and to make an adroit thrust en prime, and so on--the cudgel of the people's war was lifted with all its menacing and majestic strength, and without consulting anyone's tastes or rules and regardless of anything else, it rose and fell with stupid simplicity, but consistently, and belabored the French till the whole invasion had perished., 1, 0.00002910
Few people do understand him., 1, 0.00002910
said many voices, and the men were in such haste to clear out that the prince could hardly stop them., 1, 0.00002910
Countess Mary looked round, saw little Andrew following her, felt that Sonya was right, and for that very reason flushed and with evident difficulty refrained from saying something harsh., 1, 0.00002910
He sighed, and glanced with a radiant, childlike, tender look at Pierre's face, flushed and rapturous, but yet shy before his superior friend., 1, 0.00002910
called Natasha., 1, 0.00002910
The French have destroyed my home and are on their way to destroy Moscow, they have outraged and are outraging me every moment., 1, 0.00002910
There is much, much before us., 1, 0.00002910
And what little they have promised they will not perform!, 1, 0.00002910
Bagration was to make this march without resting, and to halt facing Vienna with Znaim to his rear, and if he succeeded in forestalling the French he was to delay them as long as possible., 1, 0.00002910
You say that everything here is rotten and that an overthrow is coming:, 1, 0.00002910
One misses Mitenka at such times., 1, 0.00002910
From early morning strenuous activities and efforts had begun and by ten o'clock all had been brought into due order., 1, 0.00002910
His activity in Moscow was as amazing and as full of genius as elsewhere., 1, 0.00002910
Behind our position was a steep and deep dip, making it difficult for artillery and cavalry to retire., 1, 0.00002910
she has come here and that daredevil after her!, 1, 0.00002910
He was afraid of getting some other officer into trouble, and silently fixed his eyes on Bagration as a schoolboy who has blundered looks at an examiner., 1, 0.00002910
The peasants, adjusting the stretcher to their shoulders, started hurriedly along the path they had trodden down, to the dressing station., 1, 0.00002910
How have you got here?, 1, 0.00002910
The prince bowed his head and went up to the porch., 1, 0.00002910
Napoleon merely laid the cross on Lazarev's breast and, dropping his hand, turned toward Alexander as though sure that the cross would adhere there., 1, 0.00002910
Have you seen the young countess?, 1, 0.00002910
they shouted at the militiamen who stood hesitating before the man whose leg had been torn off., 1, 0.00002910
All that struck the eye was a strong, handsome, and fertile woman., 1, 0.00002910
And I did not know., 1, 0.00002910
They said that had we held out a little longer Napoleon would have been done for, as his troops had neither provisions nor ammunition., 1, 0.00002910
In the dense wavering smoke some of the French threw down their arms and ran out of the bushes to meet the Cossacks, while others ran down the hill toward the pond., 1, 0.00002910
Now, all together!, 1, 0.00002910
That's a dog!, 1, 0.00002910
he asked, turning to Shinshin., 1, 0.00002910
That's all right., 1, 0.00002910
Tell General Barclay from me that his information is incorrect and that the real course of the battle is better known to me, the commander-in-chief, than to him., 1, 0.00002910
he declared, his face pale and distorted by anger, and he struck one of his small hands energetically with the other., 1, 0.00002910
The Eighteenth., 1, 0.00002910
With delicate irony he questioned Prince Andrew about the details of his interview with the Emperor, about the remarks he had heard at court concerning the Krems affair, and about some ladies they both knew., 1, 0.00002910
Nicholas, not stopping to talk to the man, asked his sister and Petya to wait for him and rode to the spot where the enemy's, Ilagin's, hunting party was., 1, 0.00002910
Wait a moment!, 1, 0.00002910
This unfortunate fete at the ambassador's deprives me of a pleasure, and obliges me to interrupt you., 1, 0.00002910
Helene returned with Natasha to the drawing room., 1, 0.00002910
Natasha, what have I done to deserve it?, 1, 0.00002910
Napoleon, after making the Cossack a present, had him set free like a bird restored to its native fields., 1, 0.00002910
You just sit still and are drawn along., 1, 0.00002910
Beside Kutuzov sat an Austrian general, in a white uniform that looked strange among the Russian black ones., 1, 0.00002910
It was not accidentally, Natasha felt, that he alluded, when speaking of the highest aristocracy, to an ambassador's ball he had attended, and to invitations he had received from N., 1, 0.00002910
You've seen a lot of trouble, sir, eh?, 1, 0.00002910
You see, we were going away, so he would get it all; wasn't it so, your excellency?, 1, 0.00002910
Yes, we must ride up., 1, 0.00002910
she said, evidently afraid of her master and yet regretful of her cloak., 1, 0.00002910
The old count cast down his eyes on hearing his son's words and began bustlingly searching for something., 1, 0.00002910
I am now writing to him about the same question, and beg you to choose a good moment to hand him the letter and to let me know how he looks at the whole matter and whether there is hope that he may consent to reduce the term by four months., 1, 0.00002910
But these justifications have a very necessary significance in their own day., 1, 0.00002910
said the prince as if unpleasantly awakened, and not taking his eyes from the plan of the building., 1, 0.00002910
Worldly conversation at a moment when his soul is already prepared., 1, 0.00002910
One of the soldiers, evidently suffering, shouted gruffly and angrily at Pierre to go back., 1, 0.00002910
Just then the last chords of the overture were heard and the conductor tapped with his stick., 1, 0.00002910
Can they be French?, 1, 0.00002910
From Dokhturov and from Alexey Petrovich., 1, 0.00002910
Go over that way, they're there., 1, 0.00002910
And she would go to the nursery to nurse Petya, her only boy., 1, 0.00002910
We won't grudge trifles, you are welcome to anything--we shall be delighted!, 1, 0.00002910
Another, a young lad, a fair-haired recruit as white as though there was no blood in his thin face, looked at Pierre kindly, with a fixed smile., 1, 0.00002910
Not only the generals in full parade uniforms, with their thin or thick waists drawn in to the utmost, their red necks squeezed into their stiff collars, and wearing scarves and all their decorations, not only the elegant, pomaded officers, but every soldier with his freshly washed and shaven face and his weapons clean and polished to the utmost, and every horse groomed till its coat shone like satin and every hair of its wetted mane lay smooth--felt that no small matter was happening, but an important and solemn affair., 1, 0.00002910
I've mixed everything up., 1, 0.00002910
The Emperor was dissatisfied with him., 1, 0.00002910
The Emperor's appeal?, 1, 0.00002910
Now he wants to bob up again., 1, 0.00002910
Or is the baby born?, 1, 0.00002910
The old prince disputed it chaffingly, but without getting angry., 1, 0.00002910
No, I have been looking at you a long time., 1, 0.00002910
A kind of entrenchment., 1, 0.00002910
Then you are his son, Ilya?, 1, 0.00002910
Pierre caught a glimpse of a man in a three-cornered hat with a tranquil look on his handsome, plump, white face., 1, 0.00002910
Having arranged matters thus, Denisov and Dolokhov intended, without reporting matters to the higher command, to attack and seize that convoy with their own small forces., 1, 0.00002910
The young people were in one of the inner rooms, not considering it necessary to take part in receiving the visitors., 1, 0.00002910
There in Moscow she was deprived of her greatest pleasures--talks with the pilgrims and the solitude which refreshed her at Bald Hills--and she had none of the advantages and pleasures of city life., 1, 0.00002910
Not at all as before., 1, 0.00002910
I could not have a more welcome visitor, said Bilibin as he came out to meet Prince Andrew., 1, 0.00002910
Yes, yes, he muttered, it will be difficult, I fear, difficult to raise., 1, 0.00002910
On the evening of the twenty-sixth of August, Kutuzov and the whole Russian army were convinced that the battle of Borodino was a victory., 1, 0.00002910
That's a thing to frighten me with!, 1, 0.00002910
It seems that while he was abroad this young man was allowed to do as he liked, now in Petersburg I hear he has been doing such terrible things that he has been expelled by the police., 1, 0.00002910
On seeing Pierre he muttered something angrily and went away along the passage., 1, 0.00002910
Dry Madeira., 1, 0.00002910
Ah, the letter?, 1, 0.00002910
There was no one else in the room except myself., 1, 0.00002910
Her thoughts were about the children., 1, 0.00002910
Once again, Colonel, said the general, I can't leave half my men in the wood., 1, 0.00002910
Would you rather be what you were before you were taken prisoner, or go through all this again?, 1, 0.00002910
It was nine o'clock in the morning., 1, 0.00002910
Pierre had first experienced this strange and fascinating feeling at the Sloboda Palace, when he had suddenly felt that wealth, power, and life--all that men so painstakingly acquire and guard--if it has any worth has so only by reason of the joy with which it can all be renounced., 1, 0.00002910
What a lot of men have been crippled today--frightful!, 1, 0.00002910
Though not much time had passed since Prince Andrew had left Russia, he had changed greatly during that period., 1, 0.00002910
Tranquillity is returning to this capital and order is being restored in it., 1, 0.00002910
Those who went away, taking what they could and abandoning their houses and half their belongings, did so from the latent patriotism which expresses itself not by phrases or by giving one's children to save the fatherland and similar unnatural exploits, but unobtrusively, simply, organically, and therefore in the way that always produces the most powerful results., 1, 0.00002910
Is the general here?, 1, 0.00002910
His face had the same swollen pallor as the faces of the other hospital patients, but it was not this that struck Rostov., 1, 0.00002910
You are my best friend, as you know, but if you formed a secret society and began working against the government- -be it what it may--I know it is my duty to obey the government., 1, 0.00002910
At such moments one reviews the past and plans for the future., 1, 0.00002910
Some latecomers took their seats in the stalls, and the curtain rose., 1, 0.00002910
The countess, in dismay, looked up to heaven, clasped her hands, and turned angrily to her husband., 1, 0.00002910
His face was gloomy and his lips compressed., 1, 0.00002910
I have served twenty-three years and have done no wrong., 1, 0.00002910
And I am afraid of him; I have now become quite calm, quite calm., 1, 0.00002910
From the general, said the officer., 1, 0.00002910
I assure you that the town of Smolensk is not in the slightest danger as yet and it is unlikely that it will be threatened with any., 1, 0.00002910
Kochubey shook his head smilingly, as if surprised at Bolkonski's simplicity., 1, 0.00002910
she said, convulsively pressing her hands and setting her teeth with a desperate effort., 1, 0.00002910
said the girl, with the same artificial smile, and the princess found herself in the hall facing an elderly woman of Oriental type, who came rapidly to meet her with a look of emotion., 1, 0.00002910
Since the world began everybody has beaten the Germans., 1, 0.00002910
If we consider a man alone, apart from his relation to everything around him, each action of his seems to us free., 1, 0.00002910
There was a smell of decaying leaves and of dog., 1, 0.00002910
Natasha was looking at the mirror, but did not see herself., 1, 0.00002910
Do you believe in a future life?, 1, 0.00002910
Yes, these are very hard times!, 1, 0.00002910
All the same, I love and value nothing but triumph over them all, I value this mystic power and glory that is floating here above me in this mist!, 1, 0.00002910
When similar doubts had assailed him before, they had been the result of his own wrongdoing, and at the bottom of his heart he had felt that relief from his despair and from those doubts was to be found within himself., 1, 0.00002910
The whole company can bear witness., 1, 0.00002910
And have you talked everything well over with Prince Theodore?, 1, 0.00002910
It really was Melyukovka, and maids and footmen with merry faces came running, out to the porch carrying candles., 1, 0.00002910
This was the authentic Scotch Acts with Bazdeev's notes and explanations., 1, 0.00002910
said the countess, with a laugh of annoyance., 1, 0.00002910
In the uniform of the Preobrazhensk regiment--white chamois-leather breeches and high boots-- and wearing a star Rostov did not know (it was that of the Legion d'honneur), the monarch came out into the porch, putting on his gloves and carrying his hat under his arm., 1, 0.00002910
CHAPTER XII  Natasha was sixteen and it was the year 1809, the very year to which she had counted on her fingers with Boris after they had kissed four years ago., 1, 0.00002910
Bezukhov., 1, 0.00002910
It seemed to him that it was getting lighter., 1, 0.00002910
She suddenly felt guilty and grew timid on catching the expression of his face and eyes., 1, 0.00002910
That is all one can say about her., 1, 0.00002910
I hope you won't say that it is dull in my house again, and she glanced at Helene., 1, 0.00002910
Don't let him suffer because of me., 1, 0.00002910
Kutuzov reported so to the Emperor., 1, 0.00002910
But they did not cut off or overthrow anybody and the French army, closing up more firmly at the danger, continued, while steadily melting away, to pursue its fatal path to Smolensk., 1, 0.00002910
Come, how are you?, 1, 0.00002910
An old gentleman wearing a star and another official, a German wearing a cross round his neck, approached the speaker., 1, 0.00002910
Much depended on Rostov's winning or losing on that seven of hearts., 1, 0.00002910
There we shall encounter difficulties, and there, thought he, I shall be sent with a brigade or division, and there, standard in hand, I shall go forward and break whatever is in front of me., 1, 0.00002910
she asked, indicating with a movement of her head a lady standing on the opposite side, beyond the choir., 1, 0.00002910
she said, smiling all the time, as if everything she said and everything the others said was very amusing and had a double meaning., 1, 0.00002910
Rostopchin, coming out there with quick angry steps, looked hastily around as if seeking someone., 1, 0.00002910
It isn't wanted, Petya., 1, 0.00002910
But contrary to what had always happened in their former battles, instead of the news they expected of the enemy's flight, these orderly masses returned thence as disorganized and terrified mobs., 1, 0.00002910
he suddenly said to Berthier., 1, 0.00002910
Above him was a clear blue sky, and the sun's vast orb quivered like a huge hollow, crimson float on the surface of that milky sea of mist., 1, 0.00002910
Yes, the Austrian prince who built that castle was no fool., 1, 0.00002910
Yes, is there a family free from sorrow now?, 1, 0.00002910
The same people were still sitting here in almost the same positions as before, whispering to one another., 1, 0.00002910
Then I should advise you., 1, 0.00002910
Helene, not having a suitable partner, herself offered to dance the mazurka with Boris., 1, 0.00002910
Boris, come here, said she with a sly and significant look., 1, 0.00002910
When the prisoners again went forward Pierre looked round., 1, 0.00002910
Been back long?, 1, 0.00002910
Bonaparte, having come up at a gallop, stopped his horse., 1, 0.00002910
CHAPTER XI  From Prince Shcherbatov's house the prisoners were led straight down the Virgin's Field, to the left of the nunnery, as far as a kitchen garden in which a post had been set up., 1, 0.00002910
At the beginning of March, old Count Ilya Rostov was very busy arranging a dinner in honor of Prince Bagration at the English Club., 1, 0.00002910
A shopkeeper with red pimples on his cheeks near the nose, and a calm, persistent, calculating expression on his plump face, hurriedly and ostentatiously approached the officer, swinging his arms., 1, 0.00002910
All rose and cried Hurrah!, 1, 0.00002910
If grown-up, distinguished men think so, it must be necessary and right, thought he., 1, 0.00002910
His whole appearance and manner were suddenly transformed., 1, 0.00002910
Pierre looked up and saw at a window of the large house some Frenchmen who had just thrown out the drawer of a chest, filled with metal articles., 1, 0.00002910
Well, go on, go on!, 1, 0.00002910
That's just like a man--selfish and cruel!, 1, 0.00002910
I have the honor., 1, 0.00002910
The commencement of that movement was the movement from west to east., 1, 0.00002910
He is generosity, mercy, justice, order, genius--that's what the Emperor is!, 1, 0.00002910
The small bands that had started their activities long before and had already observed the French closely considered things possible which the commanders of the big detachments did not dare to contemplate., 1, 0.00002910
Secondly it was attained by the guerrilla warfare which was destroying the French, and thirdly by the fact that a large Russian army was following the French, ready to use its strength in case their movement stopped., 1, 0.00002910
The change that took place in Natasha at first surprised Princess Mary; but when she understood its meaning it grieved her., 1, 0.00002910
The interview had lasted an hour and fifty- three minutes., 1, 0.00002910
This man rode toward Balashev at a gallop, his plumes flowing and his gems and gold lace glittering in the bright June sunshine., 1, 0.00002910
Every man, savage or sage, however incontestably reason and experiment may prove to him that it is impossible to imagine two different courses of action in precisely the same conditions, feels that without this irrational conception (which constitutes the essence of freedom) he cannot imagine life., 1, 0.00002910
said he reproachfully to the battalion commander., 1, 0.00002910
But these orders and reports were only on paper, nothing in them was acted upon for they could not be carried out, and though they entitled one another Majesties, Highnesses, or Cousins, they all felt that they were miserable wretches who had done much evil for which they had now to pay., 1, 0.00002910
That's just it, my dear fellow., 1, 0.00002910
But the wolf jumped up more quickly than anyone could have expected and, gnashing her teeth, flew at the yellowish borzoi, which, with a piercing yelp, fell with its head on the ground, bleeding from a gash in its side., 1, 0.00002910
At the very beginning of the war our armies were divided, and our sole aim was to unite them, though uniting the armies was no advantage if we meant to retire and lure the enemy into the depths of the country., 1, 0.00002910
A judge of horses and a sportsman, he had lately procured himself a large, fine, mettlesome, Donets horse, dun-colored, with light mane and tail, and when he rode it no one could outgallop him., 1, 0.00002910
she added meditatively., 1, 0.00002910
And tell me your opinion of Barclay de Tolly., 1, 0.00002910
It was one of the millions of proposals, one as good as another, that could be made as long as it was quite unknown what character the war would take., 1, 0.00002910
Come along, our Matvevna!, 1, 0.00002910
Incidents were related evidently confirming the opinion that everything was going from bad to worse, but whether telling a story or giving an opinion the speaker always stopped, or was stopped, at the point beyond which his criticism might touch the sovereign himself., 1, 0.00002910
CHAPTER IV  Soon after this there came into the dark chamber to fetch Pierre, not the Rhetor but Pierre's sponsor, Willarski, whom he recognized by his voice., 1, 0.00002910
The captain looked at Pierre by the candlelight and was evidently struck by the troubled expression on his companion's face., 1, 0.00002910
asked Prince Vasili, turning to his son and seizing the little princess' arm as if she would have run away and he had just managed to catch her, didn't he tell you how he himself was pining for the dear princess, and how she showed him the door?, 1, 0.00002910
Every event, joyful or sad, that took place in that house was important to all these worlds, but each had its own special reasons to rejoice or grieve over that occurrence independently of the others., 1, 0.00002910
It is for your sake I mention it, Monsieur Kiril., 1, 0.00002910
The subject for history is not man's will itself but our presentation of it., 1, 0.00002910
The sovereigns, madame., 1, 0.00002910
When Scherbinin came galloping from the left flank with news that the French had captured the fleches and the village of Semenovsk, Kutuzov, guessing by the sounds of the battle and by Scherbinin's looks that the news was bad, rose as if to stretch his legs and, taking Scherbinin's arm, led him aside., 1, 0.00002910
Sometimes it is hard., 1, 0.00002910
your excellency, stammered Alpatych and broke into sobs., 1, 0.00002910
Mademoiselle Bourienne, here's another admirer of that powder-monkey emperor of yours, he exclaimed in excellent French., 1, 0.00002910
Mine, sir?, 1, 0.00002910
He had grown accustomed when going into action to think about anything but what would seem most likely to interest him--the impending danger., 1, 0.00002910
I think it would be best not to bring it before the Emperor, but to apply to the commander of the corps., 1, 0.00002910
Helene answered with a smile that she too had missed it., 1, 0.00002910
Please come!, 1, 0.00002910
That's fine, said he., 1, 0.00002910
He went up to the gate., 1, 0.00002910
to bind oneself forever to a suffering man., 1, 0.00002910
May I come with you?, 1, 0.00002910
But this is what we'll do:, 1, 0.00002910
Gangs of carpenters hoping for high pay arrived in Moscow every day, and on all sides logs were being hewn, new houses built, and old, charred ones repaired., 1, 0.00002910
He wrote from the province of Voronezh where he had been sent to procure remounts, but that letter did not set the countess at ease., 1, 0.00002910
Tikhon did not like riding, and always went on foot, never lagging behind the cavalry., 1, 0.00002910
Alexander I--the pacifier of Europe, the man who from his early years had striven only for his people's welfare, the originator of the liberal innovations in his fatherland--now that he seemed to possess the utmost power and therefore to have the possibility of bringing about the welfare of his peoples--at the time when Napoleon in exile was drawing up childish and mendacious plans of how he would have made mankind happy had he retained power--Alexander I, having fulfilled his mission and feeling the hand of God upon him, suddenly recognizes the insignificance of that supposed power, turns away from it, and gives it into the hands of contemptible men whom he despises, saying only:, 1, 0.00002910
But Anna Mikhaylovna went forward a step or two to keep her hold on the portfolio, and changed her grip., 1, 0.00002910
Which is it?, 1, 0.00002910
and, blocking her path, he brought his face close to hers., 1, 0.00002910
I was only there a few moments and hardly said a word., 1, 0.00002910
And Bilibin repeated the actual words of the diplomatic dispatch, which he had himself composed., 1, 0.00002910
All the doors were open, all the furniture was being carried out or moved about, and the mirrors and pictures had been taken down., 1, 0.00002910
Several times the countess, with tears in her eyes, told her son that now both her daughters were settled, her only wish was to see him married., 1, 0.00002910
But at the instant he died, Prince Andrew remembered that he was asleep, and at the very instant he died, having made an effort, he awoke., 1, 0.00002910
After that Princess Mary did not see her father for a whole week., 1, 0.00002910
You are very kind., 1, 0.00002910
That is still too fresh., 1, 0.00002910
She was sad., 1, 0.00002910
He tried to avoid his old acquaintances with their commiseration and offensive offers of assistance; he avoided all distraction and recreation, and even at home did nothing but play cards with his mother, pace silently up and down the room, and smoke one pipe after another., 1, 0.00002910
Dolokhov asked the Cossack., 1, 0.00002910
At the time of the meeting at Tilsit he asked the names of those who had come with Napoleon and about the uniforms they wore, and listened attentively to words spoken by important personages., 1, 0.00002910
He is a real dancer, a wonder!, 1, 0.00002910
On his face, besides the look of joyful emotion it had worn yesterday while telling the tale of the merchant who suffered innocently, there was now an expression of quiet solemnity., 1, 0.00002910
They're like sheep!, 1, 0.00002910
What was passing in that receptive childlike soul that so eagerly caught and assimilated all the diverse impressions of life?, 1, 0.00002910
Then the count embraced Mavra Kuzminichna and Vasilich, who were to remain in Moscow, and while they caught at his hand and kissed his shoulder he patted their backs lightly with some vaguely affectionate and comforting words., 1, 0.00002910
But no, it can't be true that I am in Moscow, he suddenly thought., 1, 0.00002910
Why ride into the middle of the battalion?, 1, 0.00002910
This was the Marshal of the Nobility of the district, who had come personally to point out to the princess the necessity for her prompt departure., 1, 0.00002910
Kutuzov had stopped and was speaking to an Austrian general., 1, 0.00002910
The rain was descending in torrents, and Rostov, with a young officer named Ilyin, his protege, was sitting in a hastily constructed shelter., 1, 0.00002910
A thought had occurred to him and so it belonged to her also., 1, 0.00002910
They say old maids have a mania for matchmaking, and though I don't feel that weakness in myself as yet, I know a little person who is very unhappy with her father., 1, 0.00002910
You know me:, 1, 0.00002910
From this beginning the succeeding terms of the progression could be determined mathematically., 1, 0.00002910
But though they were kindly they did not look at Pierre and did not know him., 1, 0.00002910
Having fallen into the line of carriages, the Rostovs' carriage drove up to the theater, its wheels squeaking over the snow., 1, 0.00002910
I know he is!, 1, 0.00002910
CHAPTER II  He's coming!, 1, 0.00002910
This was Lieutenant Berg, an officer in the Semenov regiment with whom Boris was to travel to join the army, and about whom Natasha had teased her elder sister Vera, speaking of Berg as her intended., 1, 0.00002910
CHAPTER XII  At the levee Prince Andrew stood among the Austrian officers as he had been told to, and the Emperor Francis merely looked fixedly into his face and just nodded to him with his long head., 1, 0.00002910
Pierre with the baby on his hand stooped, kissed them, and replied to their inquiries., 1, 0.00002910
the masters' and the serfs'., 1, 0.00002910
But though they all realized that it was necessary to get away, there still remained a feeling of shame at admitting that they must flee., 1, 0.00002910
Don't, Mary Nikolievna!, 1, 0.00002910
The Tsar said something more which Rostov did not hear, and the soldiers, straining their lungs, shouted Hurrah!, 1, 0.00002910
And he is so unreasonable, the count himself I mean., 1, 0.00002910
On the way home, Prince Andrew could not refrain from asking Kutuzov, who was sitting silently beside him, what he thought of tomorrow's battle., 1, 0.00002910
Monsieur mon frere,  Yesterday I learned that, despite the loyalty with which I have kept my engagements with Your Majesty, your troops have crossed the Russian frontier, and I have this moment received from Petersburg a note, in which Count Lauriston informs me, as a reason for this aggression, that Your Majesty has considered yourself to be in a state of war with me from the time Prince Kuragin asked for his passports., 1, 0.00002910
And ask him who he is, he added., 1, 0.00002910
You must have given my message wrong., 1, 0.00002910
In her imagination he was that terrible moaning personified., 1, 0.00002910
You are on good terms with Michael Ilarionovich Kutuzov., 1, 0.00002910
What could we fasten this onto?, 1, 0.00002910
I know by now, if he wins he comes back early to brag about it, but if he stays out till morning it means he's lost and will come back in a rage., 1, 0.00002910
said Anna Mikhaylovna, wishing to show her sympathy for Pierre, but by involuntary intonations and a half smile betraying her sympathy for the daredevil, as she called Dolokhov., 1, 0.00002910
Why is it others see things and I don't?, 1, 0.00002910
